date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2022-11-19 16:08:47,1597,6447,1100,1538,1390,14,5726,4,83,721
2022-11-18 12:10:13,1682,7337,1601,1362,1341,273,6596,258,78,741
2022-11-17 21:14:24,1699,7108,1607,1522,1386,838,7131,0,78,-22
2022-11-17 07:38:14,1677,6936,1595,1517,1391,260,6516,1,75,420
2022-11-16 19:55:09,1525,7455,1647,1542,1387,313,6493,0,78,962
2022-11-16 07:59:36,1584,7154,1711,1518,1390,485,6767,4,76,387
2022-11-15 20:17:11,1516,7451,1838,1541,1391,296,6662,0,79,789
2022-11-15 08:30:10,1557,7461,1861,1540,1388,81,6544,44,73,917
2022-11-14 20:47:05,1534,7147,1642,1566,1388,35,6236,0,70,911
2022-11-14 08:55:09,1584,7389,1915,1561,1390,73,6691,96,70,698
2022-11-13 21:08:08,1585,6144,1143,674,1390,216,5077,0,68,1068
2022-11-13 08:59:32,1254,5367,785,633,1389,667,5021,227,66,346
2022-11-12 21:17:23,1560,6400,1166,1537,1390,45,5771,0,74,629
2022-11-12 09:30:22,1555,6185,1054,1519,1389,320,6230,326,67,-45
2022-11-11 17:47:32,1721,7529,1726,1536,1389,1018,7471,0,80,58
2022-11-11 05:17:32,1594,5529,1037,1511,1388,281,5884,0,72,-355
2022-11-10 17:32:01,1654,7409,1614,1489,1365,567,6768,0,78,642
2022-11-10 05:29:32,1481,5508,1035,1522,1388,402,5900,0,74,-392
2022-11-09 17:29:32,1492,7281,1615,1511,1390,473,6572,14,76,709
2022-11-09 05:47:32,1373,5560,1024,1508,1388,90,5456,0,74,104
2022-11-08 17:59:32,1398,7151,1599,1471,1381,173,6096,0,74,1055
2022-11-08 06:16:32,1493,5733,1075,1438,1382,16,5479,0,76,254
2022-11-07 18:29:32,1324,7350,2034,1492,1383,237,6541,0,70,809
2022-11-07 06:40:32,1156,5716,1044,1438,1387,545,5636,0,65,80
2022-11-06 18:55:14,1074,6233,1023,1374,1388,1872,6797,0,66,-563
2022-11-06 06:57:32,869,4913,980,969,1388,1640,5911,0,65,-997
2022-11-05 18:56:02,871,6558,959,1284,1389,2137,6704,0,64,-146
2022-11-05 07:08:02,838,5315,904,1379,1386,1727,6293,0,59,-978
2022-11-04 19:26:31,1385,7070,1457,1409,1384,2011,7711,0,64,-641
2022-11-04 07:30:03,1387,6407,1563,1443,1386,386,6239,13,60,168
2022-11-03 19:46:35,1386,7189,1582,1423,1384,46,5881,0,60,1308
2022-11-03 07:30:04,1309,6358,1362,1398,1387,739,6263,12,56,95
2022-11-02 19:29:32,1232,7100,1479,1390,1390,306,5852,0,56,1248
2022-11-02 07:16:42,1252,6412,1545,1394,1390,1060,6682,4,37,-270
2022-11-01 19:29:41,1223,7110,1505,1398,1392,1096,6670,0,57,440
2022-11-01 07:38:44,1274,6537,1558,1409,1384,-10,5696,28,53,841
2022-10-31 19:55:39,1198,7093,1806,1389,1384,538,6373,0,56,706
2022-10-31 08:08:01,1212,6582,1673,983,1384,445,5872,122,53,710
2022-10-30 20:26:01,1131,5952,1375,961,1381,17,4918,0,53,1034
2022-10-30 08:38:01,1108,5094,1267,944,1385,398,5334,181,49,-240
2022-10-29 21:00:22,1087,6341,1170,1083,1388,949,5728,0,52,613
2022-10-29 09:16:31,1076,5979,1263,1377,1384,225,5533,158,49,447
2022-10-28 20:08:01,1241,7030,1932,1401,1389,180,6211,0,69,819
2022-10-28 07:38:22,1263,6454,1839,1402,1385,57,6010,0,64,444
2022-10-27 19:41:01,1232,7037,1943,1390,1385,12,6024,0,63,1013
2022-10-27 07:55:29,1245,6491,1943,1396,1387,194,6228,0,62,264
2022-10-26 20:08:28,1131,6966,1979,1381,1385,100,6039,0,63,927
2022-10-26 08:25:23,1155,6535,1766,1350,1390,752,6506,31,62,29
2022-10-25 20:38:31,1082,7053,1821,967,1388,1405,6727,0,63,326
2022-10-25 06:29:45,1115,5682,1419,1367,1389,163,5512,0,58,171
2022-10-24 15:22:08,1136,6349,1947,1311,1386,147,6474,487,59,-124
2022-10-23 22:52:54,1107,5253,1292,953,1387,168,4963,0,57,290
2022-10-23 07:45:17,959,4922,907,716,1390,1393,5426,0,61,-504
2022-10-22 16:25:01,1130,5766,1363,1332,1391,1115,6544,142,71,-779
2022-10-22 04:08:22,1039,5113,1188,1365,1386,1886,6932,0,69,-1819
2022-10-21 16:25:18,1128,6303,1778,1346,1386,170,6277,398,72,25
2022-10-21 00:59:59,1177,5278,1167,1388,1382,899,6082,0,69,-804
2022-10-20 11:55:17,1032,6502,1492,1350,1329,2258,8165,636,69,-1663
2022-10-20 00:10:14,1156,5386,1799,1377,706,679,5789,0,73,-403
2022-10-19 12:26:31,1087,6412,1825,956,1375,820,6759,643,53,-347
2022-10-19 00:38:10,1061,5357,1362,1352,1395,383,5623,0,70,-264
2022-10-18 12:46:31,1091,6351,1869,1168,1387,123,6415,710,67,-64
2022-10-17 17:00:20,1109,6147,2014,1129,1335,189,6165,322,66,-18
2022-10-17 05:16:31,1035,4752,1270,1307,1392,541,5607,0,63,-855
2022-10-16 16:59:45,893,5120,1482,1221,707,262,4946,317,63,175
2022-10-16 05:16:40,965,4678,1550,574,1115,345,4613,0,64,65
2022-10-15 17:25:01,868,5698,1414,1337,1386,521,5755,165,65,-58
2022-10-15 05:38:01,1024,5024,1512,1067,1385,1228,6283,0,67,-1260
2022-10-14 17:58:34,1118,6206,1698,1127,1386,1414,6854,40,71,-647
2022-10-14 06:08:36,1085,5477,1467,1100,1389,722,5834,0,72,-357
2022-10-13 18:26:30,1118,6673,1880,1340,1380,487,6290,12,73,382
2022-10-13 06:38:30,958,5913,1436,1294,1389,54,5202,0,71,711
2022-10-12 18:56:27,837,6750,2110,1330,1389,141,5880,0,73,870
2022-10-12 07:08:27,975,6323,1764,1300,1390,-1,5496,0,68,828
2022-10-11 19:25:27,871,7040,1898,1311,1387,406,5946,5,68,1093
2022-10-11 07:37:42,1026,6371,1927,1303,1385,64,5773,0,68,598
2022-10-10 08:17:23,1019,6543,1928,1264,1391,869,6573,35,68,-30
2022-10-09 20:25:23,853,5987,974,931,1390,1526,5740,0,66,246
2022-10-09 08:30:23,847,4929,1335,1176,1388,222,5126,94,63,-196
2022-10-08 20:38:23,1000,6352,1504,1286,1385,203,5444,0,66,908
2022-10-07 08:46:53,1153,6677,1696,1292,1387,529,6307,181,69,369
2022-10-06 20:59:53,1086,6899,1678,1305,1373,150,5663,0,72,1236
2022-10-06 09:08:47,1118,6623,1697,1286,1375,265,6058,248,69,566
2022-10-05 21:27:40,965,6684,1570,1316,1385,56,5364,0,71,1320
2022-10-05 09:30:49,865,6656,1651,876,1340,458,5621,363,68,1035
2022-10-04 21:46:53,960,6509,1498,1326,1385,86,5330,0,74,1180
2022-10-04 09:59:53,844,6689,1601,1142,1344,267,5640,373,68,1050
2022-10-03 22:17:53,836,5960,1444,1258,1381,872,5872,0,69,88
2022-10-03 10:25:53,1002,6676,1636,1257,1336,145,5694,253,64,982
2022-10-02 22:38:42,842,5100,1022,481,1380,1202,4989,0,62,111
2022-10-02 10:57:53,844,4842,777,427,1381,1442,5415,490,54,-573
2022-10-01 23:08:36,896,5153,1155,1162,1380,591,5240,0,56,-87
2022-10-01 11:25:31,868,5552,1140,949,1383,99,4982,487,56,570
